current_date,Prec_Ishikari,avtem,Flow
2003\10\13,3.21927,7.7,371.41375
2003\10\14,3.61252,4.5,341.175833333
2003\10\15,1.06958,6.2,297.541666667
2003\10\16,5.91886,7.5,315.3925
2003\10\17,1.49726,6.4,283.994583333
2003\10\18,8.45514,8.4,280.94875
2003\10\19,4.95833,7,393.600416667
2003\10\20,1.15181,5.7,322.38375
2003\10\21,0.1323,8.9,238.845833333
2003\10\22,22.44959,12.7,306.342083333
2003\10\23,33.83218,10.8,1079.03916667
2003\10\24,5.63305,5.1,1491.96541667
2003\10\25,7.96846,8.8,843.023333333
2003\10\26,0.87966,5.1,613.532916667
2003\10\27,0.11042,7,397.594583333
2003\10\28,3.15542,11.3,314.89625
2003\10\29,25.08895,9.8,587.047916667
2003\10\30,4.27767,7.3,1043.47708333
2003\10\31,0.00063,7.2,640.2375
2003\11\01,0.04684,10.1,444.875416667
2003\11\02,0,11.2,404.1575
2003\11\03,10.55732,13.8,444.693333333
2003\11\04,1.2585,3.3,702.834583333
2003\11\05,3.68977,6,352.199583333
2003\11\06,6.01729,7.1,435.395
2003\11\07,0.93974,1.6,688.712916667
2003\11\08,0.48121,0.4,448.387916667
2003\11\09,0.60246,0.7,332.499166667
2003\11\10,0.25113,2.1,246.9825
2003\11\11,0.10816,2.7,250.564583333
2003\11\12,2.08257,0.6,296.432916667
2003\11\13,0.67636,0,262.501666667
2003\11\14,0.08863,-0.5,246.890416667
2003\11\15,3.30136,5.7,238.593333333
2003\11\16,12.96265,5.6,574.785
2003\11\17,6.16053,-0.6,600.555
2003\11\18,1.96903,1.4,311.575
2003\11\19,0.13804,2.3,295.672916667
2003\11\20,1.11575,4.2,237.27
2003\11\21,7.25893,9.6,384.292916667
2003\11\22,8.0323,-1.2,846.050833333
2003\11\23,1.82392,-3.5,385.31
2003\11\24,0.26866,0.3,195.9925
2003\11\25,5.12398,4.8,303.9525
2003\11\26,0.60202,-3.3,351.709166667
2003\11\27,0.33053,-4.1,272.903333333
2003\11\28,0.09913,-1.9,224.944583333
2003\11\29,10.43153,6.8,244.722916667
2003\11\30,13.00336,8.1,548.13375
2003\12\01,0.12138,1.8,445.035416667
2003\12\02,0.27926,2.7,356.355
2003\12\03,1.84497,-1.3,443.875833333
2003\12\04,4.70486,-6.6,571.275416667
2003\12\05,1.87247,-6.1,340.205416667
2003\12\06,6.96139,-3.5,236.013333333
2003\12\07,11.90499,-4.1,530.979166667
2003\12\08,4.93725,-6.7,355.940833333
2003\12\09,5.44666,-7.9,377.195833333
2003\12\10,2.58579,-5.9,264.214583333
2003\12\11,0.33684,-4.8,188.352083333
2003\12\12,0.00543,-5.5,226.076666667
2003\12\13,0,-5.7,260.091666667
2003\12\14,0.05104,-2.9,246.125
2003\12\15,0.00583,-0.3,242.98125
2003\12\16,0.06769,-2.5,254.842083333
2003\12\17,0.15349,-3.2,203.824583333
2003\12\18,1.89875,0.3,259.892083333
2003\12\19,6.75254,-0.2,268.4425
2003\12\20,1.43957,-2.1,294.569166667
2003\12\21,0.95865,-3.1,273.479166667
2003\12\22,2.8153,0,448.46
2003\12\23,1.46621,-2.5,345.984583333
2003\12\24,0.57553,-1.9,361.325833333
2003\12\25,6.0672,-1.1,344.835416667
2003\12\26,5.90368,-3.2,749.464583333
2003\12\27,3.15477,-6,318.429166667
2003\12\28,1.82771,-4.9,265.87875
2003\12\29,8.18185,-0.7,343.567083333
2003\12\30,5.38453,-7.1,596.472916667
2003\12\31,2.85988,-3.2,248.953333333
2004\01\01,1.50831,-4.5,301.811666667
2004\01\02,4.15645,-5.3,267.8275
2004\01\03,3.52079,-5.3,481.754
2004\01\04,5.5957,-6.2,481.754
2004\01\05,5.77534,-6.7,280.745
2004\01\06,2.46128,-8.5,259.795416667
2004\01\07,0.67469,-8.8,210.7675
2004\01\08,6.91608,-2.8,481.754
2004\01\09,1.16915,-6.1,481.754
2004\01\10,7.02988,-4.4,481.754
2004\01\11,5.73806,-4.7,481.754
2004\01\12,0.69195,-6.9,481.754
2004\01\13,9.50864,-1.2,481.754
2004\01\14,10.96421,-3.4,481.754
2004\01\15,3.96419,-5.4,481.754
2004\01\16,0.37098,-6.3,481.754
2004\01\17,0.07089,-7,164.93625
2004\01\18,0.11825,-8.7,171.607916667
2004\01\19,0.45354,-4.8,195.85625
2004\01\20,1.43922,-3.2,236.6
2004\01\21,4.22826,-0.2,294.159166667
2004\01\22,9.60563,-2.5,370.813333333
2004\01\23,1.2028,-7.7,376.680416667
2004\01\24,0.23819,-8,306.574166667
2004\01\25,0.10132,-9.9,233.377916667
2004\01\26,1.61824,-7.3,229.419583333
2004\01\27,2.95489,-7.1,262.325
2004\01\28,3.66977,-7.6,313.129166667
2004\01\29,0.70665,-7.9,297.173333333
2004\01\30,0.88998,-6.6,264.237083333
2004\01\31,0.67193,-6.6,249.499166667
2004\02\01,0.33615,-6.2,217.530833333
2004\02\02,1.44125,-7,194.80375
2004\02\03,4.40404,-4.4,322.2775
2004\02\04,4.77805,-9.1,375.518333333
2004\02\05,7.20484,-5.8,432.809583333
2004\02\06,4.19338,-6.1,325.495
2004\02\07,3.87584,-7.9,291.829166667
2004\02\08,3.43625,-7.1,252.714166667
2004\02\09,4.56058,-7.9,259.044583333
2004\02\10,1.14654,-6.1,186.144583333
2004\02\11,0.83819,-2.1,179.23875
2004\02\12,2.6155,-2.6,239.30625
2004\02\13,0.43674,-2.6,201.03
2004\02\14,0.53045,1,481.754
2004\02\15,5.29721,0.9,481.754
2004\02\16,0.44393,-3.6,481.754
2004\02\17,3.14941,-4,481.754
2004\02\18,1.12735,-5.7,249.84875
2004\02\19,0.57945,-7.3,200.197916667
2004\02\20,0.02789,-3.9,168.934166667
2004\02\21,4.60427,-0.9,190.03875
2004\02\22,25.81742,-0.1,481.754
2004\02\23,20.6885,-4.8,481.754
2004\02\24,1.64518,-3.8,481.754
2004\02\25,3.39743,-0.5,284.69625
2004\02\26,7.63879,-1.9,481.754
2004\02\27,8.93596,-8.3,481.754
2004\02\28,1.4374,-3.7,481.754
2004\02\29,7.03794,-1.8,481.754
2004\03\01,4.95399,-8.3,481.754
2004\03\02,2.70717,-9.7,481.754
2004\03\03,1.84383,-11.4,283.99875
2004\03\04,2.06442,-9.2,277.541666667
2004\03\05,2.21816,-6.7,314.4575
2004\03\06,0.36123,-6.4,263.457083333
2004\03\07,1.05569,-6,230.812083333
2004\03\08,3.03002,-5.9,217.415
2004\03\09,3.81751,-2.2,207.895
2004\03\10,0.45197,1.9,191.345833333
2004\03\11,13.39823,1.1,477.376666667
2004\03\12,4.0687,-2.7,480.425
2004\03\13,2.91848,-4.1,375.875416667
2004\03\14,2.70422,-4.3,274.267916667
2004\03\15,0.09546,-4.4,222.71125
2004\03\16,0.23545,-0.8,188.544583333
2004\03\17,9.84993,6,308.739583333
2004\03\18,1.64534,-3.3,470.95125
2004\03\19,3.12275,-4.9,348.018333333
2004\03\20,2.21449,-1.9,251.61125
2004\03\21,0.32357,-2.5,236.625
2004\03\22,0.10873,-1.5,206.212916667
2004\03\23,0.10414,-1.1,220.924166667
2004\03\24,0,0.8,260.373333333
2004\03\25,0.33634,1.4,341.22125
2004\03\26,1.37942,1.4,499.99375
2004\03\27,0.92001,0.3,728.349583333
2004\03\28,0.07947,1,611.79
2004\03\29,0.00734,2.6,578.857083333
2004\03\30,2.31885,5.3,658.495
2004\03\31,4.11205,3,1187.2875
2004\04\01,5.04385,-1.8,1418.36875
2004\04\02,3.03627,-3.5,737.024583333
2004\04\03,0.95409,-2.1,483.73125
2004\04\04,1.43045,-0.3,334.361666667
2004\04\05,0.38741,1.6,300.020833333
2004\04\06,0.43924,5.4,431.425833333
2004\04\07,2.32291,4.5,900.850833333
2004\04\08,2.24981,1.2,1255.1525
2004\04\09,1.75296,2.2,1054.23333333
2004\04\10,0.55354,1.5,910.276666667
2004\04\11,0.00194,2.3,838.95
2004\04\12,2.63935,2.8,976.997083333
2004\04\13,0.08264,4.7,841.0275
2004\04\14,0.17294,6.2,1048.55166667
2004\04\15,0.10008,3.8,1216.44916667
2004\04\16,0.48364,5.9,1001.60666667
2004\04\17,0.55863,2.3,974.892916667
2004\04\18,0.1674,4.1,509.541666667
2004\04\19,0.08153,9.4,586.80875
2004\04\20,20.16464,6.7,1355.21708333
2004\04\21,4.37703,3.3,2168.28083333
2004\04\22,0.01054,3.7,1468.6875
2004\04\23,0.05076,3,1099.37791667
2004\04\24,2.02786,1.1,812.805833333
2004\04\25,4.63621,1.3,608.920416667
2004\04\26,0.259,4.2,454.545
2004\04\27,0.44752,4.9,423.82375
2004\04\28,4.04362,5.2,523.980833333
2004\04\29,0.08452,10.2,513.60625
2004\04\30,2.04627,8.8,725.305
2004\05\01,0.70519,6.6,779.767083333
2004\05\02,0.04696,7,662.414583333
2004\05\03,10.70922,7.3,600.275
2004\05\04,19.55956,7.3,1386.65958333
2004\05\05,0.19529,9.2,2010.85208333
2004\05\06,0.74055,9.7,1356.66958333
2004\05\07,4.05054,6.8,1199.25
2004\05\08,0.23979,10.2,945.579166667
2004\05\09,0.08073,14.3,779.634166667
2004\05\10,2.26269,12.2,742.592083333
2004\05\11,1.86195,11,1074.72208333
2004\05\12,0.03525,12.4,1071.035
2004\05\13,22.27901,10.1,811.809583333
2004\05\14,2.51471,12.9,1346.89791667
2004\05\15,0.02768,14.6,1333.74833333
2004\05\16,3.5258,10.8,999.086666667
2004\05\17,2.50869,12,885.219166667
2004\05\18,5.10751,12.1,868.0825
2004\05\19,0.19917,12.3,827.38875
2004\05\20,0.31033,15.9,684.035833333
2004\05\21,13.74253,9.3,713.84375
2004\05\22,1.22624,9.5,820.064583333
2004\05\23,0.03871,11,721.53625
2004\05\24,3.12964,12.7,626.502916667
2004\05\25,0.28558,11.1,569.05875
2004\05\26,0.08947,14.6,476.907916667
2004\05\27,0.00385,17.6,424.005416667
2004\05\28,0.24273,15.8,377.1925
2004\05\29,10.9783,14.6,528.132083333
2004\05\30,0.35357,15.3,638.757916667
2004\05\31,23.57468,12.4,645.57
2004\06\01,1.19964,13.4,810.862083333
2004\06\02,0.97078,13.3,543.246666667
2004\06\03,0.01908,14.8,411.93125
2004\06\04,0,16.9,407.321666667
2004\06\05,0.41212,15,453.457916667
2004\06\06,0.04409,15.8,378.53
2004\06\07,0.025,15,402.729166667
2004\06\08,0.03095,12.9,376.910833333
2004\06\09,0.01428,14.2,326.74625
2004\06\10,12.22127,13.2,331.280416667
2004\06\11,0.18619,16.4,283.657083333
2004\06\12,0.24119,14.2,249.310833333
2004\06\13,0.23475,13.2,256.029166667
2004\06\14,3.68939,17,269.9075
2004\06\15,7.81771,12.2,323.010416667
2004\06\16,0,14,274.5875
2004\06\17,0,16.1,250.885
2004\06\18,0.02262,18,284.054583333
2004\06\19,0.16741,17.5,310.51125
2004\06\20,0.72958,19.5,343.422916667
2004\06\21,0.92982,20.2,299.55875
2004\06\22,9.17443,16.8,397.482916667
2004\06\23,1.33134,17.4,416.317916667
2004\06\24,2.43135,18.1,402.933333333
2004\06\25,0.14763,15.5,338.7825
2004\06\26,0.01815,17.2,327.62625
2004\06\27,0,18.9,310.495
2004\06\28,0.00576,17.8,277.470833333
2004\06\29,0.46401,20.1,312.75
2004\06\30,30.06252,16.9,374.339583333
2004\07\01,8.26389,12.4,482.401666667
2004\07\02,0.05412,15.6,400.387083333
2004\07\03,0.05381,17.3,376.008333333
2004\07\04,0.00116,15.9,377.075833333
2004\07\05,3.86592,17.2,318.705833333
2004\07\06,4.83302,18.3,368.121666667
2004\07\07,1.00308,18.1,335.56
2004\07\08,2.38728,18,279.893333333
2004\07\09,34.02948,17.3,349.70875
2004\07\10,5.5234,17.7,421.78125
2004\07\11,2.86739,16.4,397.12
2004\07\12,0.2746,13.8,338.26
2004\07\13,0.05262,15.4,336.041666667
2004\07\14,0,16.2,317.395416667
2004\07\15,0,18.8,316.358333333
2004\07\16,0.13262,21.2,346.963333333
2004\07\17,5.27768,21.3,426.382083333
2004\07\18,11.50306,18.8,539.354166667
2004\07\19,0.15999,19.8,426.37
2004\07\20,12.35607,19.6,472.77375
2004\07\21,0.84551,18,507.54
2004\07\22,0.04584,17.8,382.709583333
2004\07\23,0.02828,21,313.465833333
2004\07\24,0.01881,23,336.565416667
2004\07\25,0.10912,24.3,395.332083333
2004\07\26,8.08244,22.6,338.834583333
2004\07\27,0.60286,22.2,350.82125
2004\07\28,12.03245,22.2,334.829166667
2004\07\29,0.09873,24.3,376.54
2004\07\30,0.10602,25,367.295416667
2004\07\31,2.88684,25,384.014166667
2004\08\01,0.72853,24,374.764166667
2004\08\02,0.66839,22.6,372.365416667
2004\08\03,0.47867,22.1,355.359166667
2004\08\04,0.73028,22.3,389.019166667
2004\08\05,0.49812,23.8,381.352083333
2004\08\06,0.35944,24.3,359.135833333
2004\08\07,0.01899,23.6,342.555
2004\08\08,0,24.6,363.316666667
2004\08\09,0.85767,24,425.662916667
2004\08\10,3.18206,20.9,481.542083333
2004\08\11,0.17593,19.9,427.102083333
2004\08\12,0.04194,19.5,457.050833333
2004\08\13,2.39115,16.1,445.95375
2004\08\14,0.60261,17.1,453.007083333
2004\08\15,5.60756,15.8,444.350833333
2004\08\16,12.92452,14.3,489.01625
2004\08\17,0.1763,16.6,364.009583333
2004\08\18,0.00172,18.2,374.853333333
2004\08\19,0.53288,19.6,424.541666667
2004\08\20,44.09978,14.4,618.130416667
2004\08\21,20.6024,13.8,411.260416667
2004\08\22,0.08441,16.3,484.054166667
2004\08\23,0.02081,16.3,307.850833333
2004\08\24,0.19395,17.6,367.06625
2004\08\25,0.26307,16.4,437.812916667
2004\08\26,0.00511,14.7,403.412916667
2004\08\27,0.03477,16.3,413.728333333
2004\08\28,0.0047,16,299.980833333
2004\08\29,0.01575,15.9,260.035416667
2004\08\30,3.39024,17.2,256.241666667
2004\08\31,22.88633,19.5,585.596666667
2004\09\01,1.26677,18,662.2825
2004\09\02,2.74457,18.3,499.825833333
2004\09\03,0.93774,17.3,451.2925
2004\09\04,0.11581,15.6,360.67
2004\09\05,0.03618,15.9,322.49125
2004\09\06,0.15266,15.8,337.920416667
2004\09\07,1.2192,16.1,309.924583333
2004\09\08,16.24772,18.5,775.47125
2004\09\09,0.18242,16.1,574.97
2004\09\10,4.44961,14.3,389.130416667
2004\09\11,0.02475,13.7,285.41
2004\09\12,0.02319,16,279.432916667
2004\09\13,31.184,14.9,344.692916667
2004\09\14,8.09638,14.1,692.130416667
2004\09\15,0.02008,12.4,388.742083333
2004\09\16,0.02132,14.6,309.6725
2004\09\17,0,14.6,306.850416667
2004\09\18,1.25973,16.4,288.815833333
2004\09\19,26.91503,16.6,467.351666667
2004\09\20,0.02535,12.9,431.632083333
2004\09\21,0.14832,12.6,366.234166667
2004\09\22,20.07562,13.6,387.727916667
2004\09\23,2.06666,14.8,499.106666667
2004\09\24,11.35191,13.2,345.534166667
2004\09\25,15.01029,13.8,491.701666667
2004\09\26,0.02543,14,468.545416667
2004\09\27,0,14.2,346.477083333
2004\09\28,0.29708,13.9,339.7275
2004\09\29,0.60369,15.4,271.22875
2004\09\30,3.54277,12.7,362.151666667
2004\10\01,0.2352,12.7,315.97375
2004\10\02,4.20737,9.8,425.2775
2004\10\03,0.0462,9.3,274.608333333
2004\10\04,0.00047,10.2,217.16
2004\10\05,0.04721,11.1,225.71125
2004\10\06,0,11.5,302.87625
2004\10\07,0.00938,13.6,336.795416667
2004\10\08,0,15,320.76375
2004\10\09,7E-05,13.4,263.581666667
2004\10\10,0.97749,12.7,231.965
2004\10\11,9.24735,12.5,229.22
2004\10\12,2.38794,15.2,280.979583333
2004\10\13,0.69737,11,369.803333333
2004\10\14,0.1423,6.6,272.65875
2004\10\15,0.11903,8,279.8875
2004\10\16,0.9055,6.9,365.682916667
2004\10\17,0.34964,4.9,287.93125
2004\10\18,0,6.9,208.654166667
2004\10\19,0.07251,11,254.124583333
2004\10\20,0.39522,13.3,266.28125
2004\10\21,0.07869,10.3,297.061666667
2004\10\22,12.30696,8.9,385.65875
2004\10\23,12.81884,3.3,698.309166667
2004\10\24,1.57037,4.5,292.275416667
2004\10\25,4.69231,4.7,334.602916667
2004\10\26,5.6235,1.5,347.557083333
2004\10\27,6.34347,-0.9,337.234583333
2004\10\28,2.46278,1.6,262.415416667
2004\10\29,3.07663,8,266.316666667
2004\10\30,0.01321,10.8,279.423333333
2004\10\31,3.13148,12,270.159583333
2004\11\01,3.12762,12.9,320.527083333
2004\11\02,6.54173,7.4,352.598333333
2004\11\03,1.66126,7.3,336.03125
2004\11\04,2.93758,7.8,374.753333333
2004\11\05,0.22189,8.2,314.761666667
2004\11\06,2.45571,10.6,287.601666667
2004\11\07,0.08318,5.4,335.3075
2004\11\08,0.06111,6,201.976666667
2004\11\09,3.37196,8,231.364166667
2004\11\10,0.03591,7.5,186.5275
2004\11\11,10.56009,13.3,234.96625
2004\11\12,17.07094,9.4,435.95125
2004\11\13,9.52901,1.1,601.90625
2004\11\14,3.62095,4,335.32125
2004\11\15,10.0623,5.4,457.307916667
2004\11\16,8.21661,-1.7,736.265
2004\11\17,8.2396,1.3,500.635
2004\11\18,0.01241,2.2,304.438333333
2004\11\19,0.00644,3.8,286.724166667
2004\11\20,0.02534,3.4,354.851666667
2004\11\21,0.03899,4.4,347.135
2004\11\22,0.01724,3.7,280.967916667
2004\11\23,0.72459,4.8,269.662916667
2004\11\24,0.54841,3.6,384.921666667
2004\11\25,2.52637,0.5,515.166666667
2004\11\26,4.76631,2.6,245.557083333
2004\11\27,11.88183,0.6,950.0575
2004\11\28,5.29401,-4.8,783.65375
2004\11\29,5.60003,-6.8,420.67625
2004\11\30,0.75905,-6,257.593333333
2004\12\01,2.31331,-3.1,355.225833333
2004\12\02,1.51311,-3.2,364.852916667
2004\12\03,6.36369,-1,286.171666667
2004\12\04,8.7424,2.6,420.26875
2004\12\05,26.43165,-0.3,643.335416667
2004\12\06,1.25412,-2.9,467.925833333
2004\12\07,7.55075,1.4,404.998333333
2004\12\08,3.15457,-3.6,488.84
2004\12\09,0.99408,-3.7,301.79
2004\12\10,4.66164,3.5,304.61625
2004\12\11,5.27423,-3.6,717.599583333
2004\12\12,1.44422,-3.7,415.808333333
2004\12\13,9.2376,-1.8,462.517083333
2004\12\14,1.73506,-6.1,409.79
2004\12\15,1.66969,-2.1,293.761666667
2004\12\16,15.45091,-0.5,479.860416667
2004\12\17,3.67472,-3.3,697.370416667
2004\12\18,1.32992,-4.9,308.195833333
2004\12\19,3.41994,-7,284.787916667
2004\12\20,5.63606,-1.4,481.754
2004\12\21,3.99835,-5.1,481.754
2004\12\22,4.34485,-10.5,481.754
2004\12\23,10.32448,-6.7,481.754
2004\12\24,2.77462,-4.1,481.754
2004\12\25,1.59914,-6.4,481.754
2004\12\26,2.40907,-7.6,481.754
2004\12\27,6.43641,-7.7,481.754
2004\12\28,4.29399,-11,481.754
2004\12\29,2.42548,-12.3,481.754
2004\12\30,6.95822,-9.6,481.754
2004\12\31,2.04521,-9.7,481.754
2005\01\01,1.66145,-9.2,247.018333333
2005\01\02,1.89815,-5.5,239.2975
2005\01\03,4.96105,0.9,265.72125
2005\01\04,7.33999,-2.5,342.66625
2005\01\05,3.26135,-7.8,300.415833333
2005\01\06,1.39536,-4.4,218.795416667
2005\01\07,6.55359,-2.8,364.411666667
2005\01\08,3.40378,-9.2,339.1775
2005\01\09,5.46039,-9.9,277.645
2005\01\10,3.72088,-12.8,225.897083333
2005\01\11,0.74778,-13.1,262.12375
2005\01\12,2.30038,-9.2,320.57625
2005\01\13,5.65625,-3.8,325.93
2005\01\14,0.17715,-6.3,229.613333333
2005\01\15,0.01563,-8.3,206.026666667
2005\01\16,0.07067,-6.9,197.744166667
2005\01\17,0.43908,-3.3,212.90625
2005\01\18,0.18935,-4,223.305
2005\01\19,0.05872,-5,200.255416667
2005\01\20,4.48866,-3.2,255.38
2005\01\21,0.83298,-5.5,265.02875
2005\01\22,1.49164,-9.2,266.7825
2005\01\23,0.93354,-10,237.321666667
2005\01\24,6.22677,-6.5,188.938333333
2005\01\25,1.66693,-8,183.163333333
2005\01\26,1.59407,-10.2,200.11
2005\01\27,4.67203,-8.8,217.391666667
2005\01\28,3.20323,-8.1,234.513333333
2005\01\29,11.60593,-1.1,252.3
2005\01\30,9.20063,-5.9,275.6775
2005\01\31,2.89327,-9.7,320.18375
2005\02\01,0.20253,-8.3,299.84625
2005\02\02,0.39248,-7.4,228.23375
2005\02\03,2.42787,-7.1,174.496666667
2005\02\04,3.46154,-5.2,242.87875
2005\02\05,4.17565,-4.1,323.114166667
2005\02\06,2.26255,-1.5,312.6675
2005\02\07,0.58464,-2.4,231.44
2005\02\08,0.65757,-1.7,237.83625
2005\02\09,1.36637,-3.9,246.758333333
2005\02\10,3.14221,-7.4,243.102916667
2005\02\11,5.28618,-9.9,240.366666667
2005\02\12,4.20514,-10.4,241.15125
2005\02\13,4.14868,-9.9,190.788333333
2005\02\14,5.6882,-9.6,166.813333333
2005\02\15,4.50538,-9.5,143.0875
2005\02\16,0.46174,-8.9,164.299166667
2005\02\17,1.25575,-5.9,235.022916667
2005\02\18,0.21679,-9.2,160.56875
2005\02\19,1.67058,-6.9,152.093333333
2005\02\20,6.11754,-3.5,211.152083333
2005\02\21,2.31574,-9.2,206.383333333
2005\02\22,4.82757,-8.1,199.281666667
2005\02\23,5.03388,-7.3,193.098333333
2005\02\24,3.10547,-8.2,184.68625
2005\02\25,0.40891,-9.6,198.09375
2005\02\26,1.27112,-7.8,240.929583333
2005\02\27,2.23977,-8.7,219.267916667
2005\02\28,3.61083,-9,227.31625
2005\03\01,3.67394,-9.7,221.21375
2005\03\02,4.65063,-9,238.3
2005\03\03,1.5602,-7.8,180.87625
2005\03\04,0.66124,-8.3,178.742916667
2005\03\05,1.07524,-6.6,206.091666667
2005\03\06,1.11745,-2.8,210.237083333
2005\03\07,0.12097,0.8,207.991666667
2005\03\08,7.29,-1.9,231.473333333
2005\03\09,4.67124,-7.4,226.82125
2005\03\10,1.69282,-4.8,176.25875
2005\03\11,4.67963,-3.2,196.055416667
2005\03\12,5.10645,-4.8,310.813333333
2005\03\13,3.59116,-7.3,288.38
2005\03\14,1.43257,-4.6,223.297916667
2005\03\15,0.44582,0.4,188.914583333
2005\03\16,0.13025,2.3,188.887916667
2005\03\17,1.91892,1,188.89375
2005\03\18,7.97432,-1,421.545416667
2005\03\19,1.55339,-3.7,281.018333333
2005\03\20,0.58273,-0.4,216.787916667
2005\03\21,1.54439,0.4,273.8025
2005\03\22,0.69747,3.4,222.026666667
2005\03\23,0.50381,2,305.580833333
2005\03\24,0.12461,-0.6,336.005416667
2005\03\25,2.87161,-3.5,436.32875
2005\03\26,2.13316,-4.5,366.728333333
2005\03\27,2.33605,-2.9,240.367083333
2005\03\28,0.70928,-1.3,155.767083333
2005\03\29,4.20473,1.5,365.1025
2005\03\30,6.85175,-2,700.65375
2005\03\31,1.69485,-1.7,410.794583333
2005\04\01,0.5658,-2.5,269.075416667
2005\04\02,0.24153,0.8,242.015416667
2005\04\03,6.08035,0.2,374.73375
2005\04\04,0.19945,0.7,332.747083333
2005\04\05,0.3205,0.2,345.60375
2005\04\06,0.02104,6.9,463.01375
2005\04\07,10.91688,6.2,800.055416667
2005\04\08,3.92639,0.3,1622.80125
2005\04\09,1.19288,0.6,1427.62166667
2005\04\10,11.79449,0.7,945.532916667
2005\04\11,0.72079,1.9,1037.67166667
2005\04\12,0.07092,3.7,836.6875
2005\04\13,0.30122,2.2,879.969583333
2005\04\14,0.09945,4.1,702.87375
2005\04\15,4.36416,4.2,908.33125
2005\04\16,0.19629,4.2,988.225
2005\04\17,3.9016,2.1,1261.06041667
2005\04\18,0.53422,1.9,987.52125
2005\04\19,0.03138,3.1,668.457916667
2005\04\20,1.52757,4.3,666.372916667
2005\04\21,10.57523,3.7,1029.20916667
2005\04\22,1.80624,1.1,1208.73708333
2005\04\23,2.64581,0.8,1014.46583333
2005\04\24,0.03408,3.8,547.4625
2005\04\25,0.36506,6.7,578.190833333
2005\04\26,0.17415,8.5,986.615
2005\04\27,0.49529,8.8,1574.72083333
2005\04\28,3.31179,11.5,1752.405
2005\04\29,1.39191,8.4,2124.80666667
2005\04\30,0.41707,5.5,2112.49125
2005\05\01,3.12104,6.9,1548.54708333
2005\05\02,6.11773,8.5,1530.97541667
2005\05\03,0.12966,9.6,1978.27166667
2005\05\04,0.61403,8.8,1711.73666667
2005\05\05,0.74444,4.9,1429.24875
2005\05\06,0.09644,6.4,1168.64541667
2005\05\07,15.18708,2.4,1201.88125
2005\05\08,0.74673,4.4,973.477916667
2005\05\09,3.14177,4.9,682.715833333
2005\05\10,9.32656,3.2,820.282916667
2005\05\11,0.46057,4.4,717.95625
2005\05\12,0.04963,5.6,541.0925
2005\05\13,0.00821,5,599.246666667
2005\05\14,0.00454,3.2,593.119583333
2005\05\15,4.29423,3.6,790.257916667
2005\05\16,0.07006,8.8,612.613333333
2005\05\17,0.36829,7.4,582.380416667
2005\05\18,12.68436,10.2,746.829166667
2005\05\19,17.3191,7,1513.8375
2005\05\20,0.99203,10.9,2192.91458333
2005\05\21,2.48762,13.6,1844.43291667
2005\05\22,0.06045,13.8,1518.88541667
2005\05\23,2.41292,9.8,1393.98583333
2005\05\24,3.3447,7.5,1194.64625
2005\05\25,0.16609,9.2,927.832083333
2005\05\26,0.24516,11,695.849166667
2005\05\27,0.22211,10.9,635.646666667
2005\05\28,0.13914,13.3,615.86625
